task_id,task_name,task_url,notebook_url,crit1_correctness,crit2_problem_statement,crit3_documentation,crit4_model_coverage,crit5_discrimination,total_0_10,distinct_models,min_score,max_score,notes_crit1,notes_crit2,notes_crit3,notes_crit4,notes_crit5
13307,habitual_override,https://www.kaggle.com/benchmarks/tasks/merkiraz/habitual-override,https://www.kaggle.com/code/merkiraz/new-benchmark-task-ff1a3,2,2,1,0,0,5,0,,,"Real model graded deterministically vs reversed-rule answers; regex LEFT/RIGHT parse, fictional colors prevent memorization, 10 seeded cases. Tightly aligned.","Specific: inhibitory control via silent rule reversal, why fictional names, scoring=reversal accuracy; clear what/why.","Inline comments (Turkish) explain two-phase design+scoring, but no task-page method/dataset prose; partial reproducibility.",0 distinct models run,<=1 model -> 0
13309,adaptive_planning,https://www.kaggle.com/benchmarks/tasks/merkiraz/adaptive-planning,https://www.kaggle.com/code/merkiraz/new-benchmark-task-5841e,1,1,2,0,0,4,0,,,"Model genuinely prompted, exact-match vs n_revise. But prompt gives away answer ('how many steps come after step N', assume all depend) -> tests subtraction not planning; parser takes FIRST int (plan amounts risk).","Names capability (adaptive planning, mid-plan failure), gives method and anti-memorization rationale, but no broader question or gap vs existing evals.","Notebook fully documents scenario generation, dependency model, deterministic answer formula, CASES, parser, and exact-match scoring with comments.",0 distinct models run,<=1 model -> 0
13349,pdptw_whole_solution,https://www.kaggle.com/benchmarks/tasks/lasseruttert/pdptw-whole-solution,https://www.kaggle.com/code/lasseruttert/pdptw-full-solution,2,1,1,2,2,8,11,0.09648281493469232,0.5783195006727646,Real model generates full PDPTW solution graded deterministically vs best-known-solution: completion+feasibility+distance_gap over 20 instances; verifiable and tightly aligned to claimed capability.,'Generate a complete feasible PDPTW solution from scratch' names the capability but offers no motivation or gap relative to existing routing evals.,"Docstring/header give score formula and instance count, but core scoring/feasibility logic hidden in external pdpbench_lib; dataset schema not shown.",11 distinct models run,score gap 0.09648281493469232->0.5783195006727646 vs eps=0.05 (pass)
13390,batch_agi_metacognition_benchmark_v1,https://www.kaggle.com/benchmarks/tasks/cyrilgarcia/batch-agi-metacognition-benchmark-v1,https://www.kaggle.com/code/cyrilgarcia/time-series-confidence-benchmark,1,0,1,2,2,6,13,0.08093783495060909,0.23449061630143117,"Model predicts label vs answer_key ground truth (verifiable), but final_score weights confidence 0.8 vs accuracy 0.05; signed_confidence confounds calibration with correctness.",Description is empty.,No markdown cells; dataset/answer_key paths and scoring formula present in code but no schema/provenance/method walkthrough.,13 distinct models run,score gap 0.08093783495060909->0.23449061630143117 vs eps=0.05 (pass)
13440,dei_history_record_v1,https://www.kaggle.com/benchmarks/tasks/samerattrah/dei-history-record-v1,https://www.kaggle.com/code/samerattrah/history-record-task,0,1,1,0,0,2,0,,,"EVAL DEFINITION (v1) only asserts len(response)>0 — no ground truth, model never graded on emotional inertia. Notebook v2 judges but definition is the scored artifact.",'Evaluates emotional inertia given a history interaction' names capability vaguely; no motivation or gap explained.,Markdown mentions emotional inertia/memory; v1 def vs v2 notebook mismatch; no dataset schema or scoring rules for the scored v1.,0 distinct models run,<=1 model -> 0
13467,SMILES Halogen/Phenol Classification (Batch),https://www.kaggle.com/benchmarks/tasks/nikitamanaenkov/smiles-halogen-phenol-classification-batch,https://www.kaggle.com/code/nikitamanaenkov/smiles-rule-based-classification-batch,2,0,1,2,2,7,32,0.1,1.0,Real model eval over 20 rows vs CSV labels; deterministic exact-match on final_class with type checks. Aligned to SMILES classification; truth verifiable.,Task page description empty -> 0.,"Dataset path given and rubric rules in prompt, but no markdown documenting provenance/schema/label meaning; reader infers from code. Partial.",32 distinct models run,score gap 0.1->1.0 vs eps=0.05 (pass)
13471,personality_monoculture,https://www.kaggle.com/benchmarks/tasks/robertclegg/personality-monoculture,https://www.kaggle.com/code/robertclegg/culture-club-deux,1,2,2,0,0,5,0,,,"Real model graded across 5 personas via computed assertions + 4-criteria judge; but 'gold' assertions (A2 surveyor=fastest, A3 geologist low-attack, A8 geologist hails) are designer heuristics, not unambiguous ground truth","Specific capability (cognitive diversity vs monoculture), why it matters, and the gap/finding it surfaces — compelling.","Notebook markdown explains design, conversation-accumulation note, assertion count (13=9+4); full prompts and parser shown.",0 distinct models run,<=1 model -> 0
13585,confidence_calibration,https://www.kaggle.com/benchmarks/tasks/daskrish/confidence-calibration,https://www.kaggle.com/code/daskrish/new-benchmark-task-3f80b,0,0,0,0,0,0,0,,,Eval only asserts len(text)>0; prompt sent but model output never graded vs ground truth. Notebook dataset/answers unused. No verifiable grading.,Description empty.,"Notebook shows a dataset/format but actual task ignores it; no real protocol; misleading, not documented.",0 distinct models run,<=1 model -> 0
13622,T-04: Post-Answer Error Flag,https://www.kaggle.com/benchmarks/tasks/abdullahelbarrany/t-04-post-answer-error-flag,https://www.kaggle.com/code/abdullahelbarrany/metacal-benchmark-t-04,2,1,2,0,0,5,0,,,"Two-turn: model answers, graded vs GT (word-boundary match), then SD/AUROC/discrimination/judge on calibration. Multi-dimensional, tightly aligned to self-monitoring claim.","Names capability (calibration, discrimination, variability) with motivation, but does not frame gap vs existing metacognition evals.","Rich docstrings (ECE/AUROC/meta-d', Hautus), explicit scoring thresholds in code, description states protocol; comprehensive.",0 distinct models run,<=1 model -> 0
13664,medium-diff-odd-even-v3,https://www.kaggle.com/benchmarks/tasks/pramodparupudi/medium-diff-odd-even-v3,https://www.kaggle.com/code/pramodparupudi/medium-diff-odd-even-v3,1,0,0,0,0,1,0,,,Real model graded but judge_llm=llm (model grades itself) — major confound; gold -1 correct but checked via fragile 'contains -1' substring + judge on its own pattern explanation.,Task page description is empty.,"Single code cell, no markdown; pattern/answer logic and scoring undocumented outside the prompt and criteria strings.",0 distinct models run,<=1 model -> 0
13692,Terrain understanding?,https://www.kaggle.com/benchmarks/tasks/andersource/terrain-understanding,https://www.kaggle.com/code/andersource/terrain-understanding,1,1,1,2,2,7,12,0.0,0.6,"Real model gets image+question, judge grades vs reference answers loaded from prompt files; verifiable but judge_llm=same llm (self-grading) and only 5 items.",Names capability (relate contour map to 3D terrain) with light motivation but no gap vs existing evals; one sentence.,Notebook has no markdown; only dataset path and judge-based scoring visible in code; protocol not documented.,12 distinct models run,score gap 0.0->0.6 vs eps=0.05 (pass)
13705,hard-factorialof-sumof-digits-v3,https://www.kaggle.com/benchmarks/tasks/pramodparupudi/hard-factorialof-sumof-digits-v3,https://www.kaggle.com/code/pramodparupudi/hard-factorialof-sumof-digits-v3,1,0,0,0,0,1,0,,,"Verifiable GT (sum digits 379=19, 19!=121645100408832000, correct). Model graded, but judge_llm=llm self-grades (confound) and 'contain X' done via judge not exact match.",Task page description empty; no problem statement.,"No markdown/comments; only code. No dataset, no methodology or scoring explanation; reader must reverse-engineer pattern from criteria strings.",0 distinct models run,<=1 model -> 0
13707,senate_calico_uruk_2100bc_II,https://www.kaggle.com/benchmarks/tasks/tiffafoster/senate-calico-uruk-2100bc-ii,https://www.kaggle.com/code/tiffafoster/new-benchmark-task-70839,1,1,1,0,0,3,0,,,"Model graded by det checks (word count, forbidden-token regex) + 4-judge senate, but title claims 'AGI Social Cognition' while eval measures instruction-following/format/style; claim/impl mismatch.","Prose names theme (Gilgamesh protocol, Calico in Sumer) but vague marketing tone, no clear capability/gap.","Code self-documents checks and judge criteria; only one-line description, no dataset/method narrative or notebook markdown.",0 distinct models run,<=1 model -> 0
13736,auction_mechanism_second_price_obs_learning,https://www.kaggle.com/benchmarks/tasks/kdcyberdude/auction-mechanism-second-price-obs-learning,https://www.kaggle.com/code/kdcyberdude/auction-mechanism-second-price-obs-learning,2,2,2,2,2,10,22,0.0,1.0,"Real model graded via schema; 4 answers compared to deterministically computed winning prices (_winning_price). Demos pin R,B,S uniquely; covers all branches. Exact-int match, tightly aligned with inductive-rule claim.","Specific: names capability (infer R/B/S from examples), gives mechanism and explicit branch coverage for 4 cases.","Extensive comments + _TASK_DESCRIPTION explaining hidden rules, params (R=100,B=20,S=10), phase design pinning each param, and grading.",22 distinct models run,score gap 0.0->1.0 vs eps=0.05 (pass)
13757,hard-reverseofnum-sumofdigits-v3,https://www.kaggle.com/benchmarks/tasks/pramodparupudi/hard-reverseofnum-sumofdigits-v3,https://www.kaggle.com/code/pramodparupudi/hard-reverseofnum-sumofdigits-v3,1,0,1,0,0,2,0,,,Grades model via judge; GT 992 correct (973+19). But judge_llm=llm (self-judge) and fuzzy 3-criteria rubric on a single item are moderate confounds.,Description empty.,"Judge criteria and pattern spelled out in code, but no prose, no dataset provenance or metric interpretation.",0 distinct models run,<=1 model -> 0
13906,lattice_meet_join_obs_learning,https://www.kaggle.com/benchmarks/tasks/kdcyberdude/lattice-meet-join-obs-learning,https://www.kaggle.com/code/kdcyberdude/lattice-meet-join-divisibility-obs-learning,2,2,2,2,2,10,22,0.0,1.0,Deterministic gold via _meet/_join; real schema'd model call; _grade exact-match fraction; uniqueness mathematically asserted; confounds (false min/max hypothesis) deliberately engineered.,"Prose names exact capability (infer hidden C2xC4 lattice meet/join), stresses labels arithmetically meaningless, implies the gap vs arithmetic-rule shortcuts.","Rich comments: lattice structure, demo phases, test-case rationale, uniqueness verifier, grading function all documented.",22 distinct models run,score gap 0.0->1.0 vs eps=0.05 (pass)
13951,Dynamic Uncertainty Detection,https://www.kaggle.com/benchmarks/tasks/sreelekshminair/dynamic-uncertainty-detection,https://www.kaggle.com/code/sreelekshminair/dynamic-uncertainty-detection,1,1,1,0,0,3,0,,,"Real output graded by forbidden-terms + multi-criteria LLM judge using CSV 'ideal_behavior'. Genuine but soft/judge-dependent; no hard verifiable truth, humility is subjective.",'Internal Eye'/knowledge-gap recognition names capability+motivation; no explicit gap vs existing evals.,Dataset CSV path cited but no schema/provenance; code comments explain checks; no markdown walkthrough or metric aggregation detail.,0 distinct models run,<=1 model -> 0
14004,two_counter_machine_obs_learning,https://www.kaggle.com/benchmarks/tasks/kdcyberdude/two-counter-machine-obs-learning,https://www.kaggle.com/code/kdcyberdude/two-counter-machine-obs-learning,2,1,2,2,2,9,22,0.0,1.0,"Reference interpreter generates GT; real model A,B parsed via regex and exact-matched on 6 programs; __main__ self-verifies expected. Tightly aligned to opcode-inference capability.","Names capability (infer opaque opcode semantics from traces, run programs, report A,B) with implicit motivation; no broader gap framing.","Extensive docstring: design goals, solution uniqueness, anti-contamination, semantics encoding; scoring fn explicit; self-tests. Comprehensive.",22 distinct models run,score gap 0.0->1.0 vs eps=0.05 (pass)
14046,crossed_mirror_benchmark,https://www.kaggle.com/benchmarks/tasks/level14taken/crossed-mirror-benchmark,https://www.kaggle.com/code/level14taken/crossed-mirror-task,2,0,1,2,2,7,12,65.06641666666667,95.60475,"Real multi-turn target convo graded by multidimensional LLM-judge rubric (turn+3 axes), tightly aligned to empathy claim; judge prompt penalizes confounds (fluency/politeness).",Task page prose is only the two words 'Crossed Mirror'; no statement of what is measured or why.,"Notebook documents judge rubric/scoring + CSV outputs thoroughly, but dataset provenance is just an input path; prose adds nothing.",12 distinct models run,score gap 65.06641666666667->95.60475 vs eps=5.0 (pass)
14062,MCB-String-Low,https://www.kaggle.com/benchmarks/tasks/judith007/mcb-string-low,https://www.kaggle.com/code/judith007/mcb-string-low,1,0,1,2,2,6,5,0.48,0.816,"Real model called w/ native messages, graded vs correct_answer gold from CSV. But answers_match uses substring (correct in model) + lenient numeric extract = fragile/false-positive prone.",Task page description is empty.,"Notebook has step comments + dataset path/schema-ish, but no scoring-edge-case or metric narrative on task page; partial.",5 distinct models run,score gap 0.48->0.816 vs eps=0.05 (pass)
14078,hard-replace-with-sum-modulus-v2,https://www.kaggle.com/benchmarks/tasks/pramodparupudi/hard-replace-with-sum-modulus-v2,https://www.kaggle.com/code/pramodparupudi/hard-replace-with-sum-modulus-v2,1,0,0,0,0,1,0,,,"GT verifiable (022 confirmed by digit-sum%position) and model graded, but judge_llm=llm (self-judge confound) and crit requires explaining exact pattern; fragile.",Description empty = 0.,"Notebook is code-only, zero markdown/comments on dataset, method, or scoring; must reverse-engineer.",0 distinct models run,<=1 model -> 0
14086,hard-multiplylargestnowith-digits-v1,https://www.kaggle.com/benchmarks/tasks/pramodparupudi/hard-multiply-largestno-with-digits-v1,https://www.kaggle.com/code/pramodparupudi/hard-multiplylargestnowith-digits-v1,1,0,0,0,0,1,0,,,"Model graded vs verifiable GT=21 (max digit x count of min digit, consistent w/ examples), but judge_llm=llm (model judges itself) and 'contain 21' is loose: real confound.",Description empty; no task page prose.,"Code-only notebook, no markdown; pattern/scoring undocumented except inline criteria.",0 distinct models run,<=1 model -> 0
14095,Conditional Goal Branching: Content-Based Rule Switching — ESE ECE 2025,https://www.kaggle.com/benchmarks/tasks/ammamjayaapurvarani/conditional-goal-branching-content-based-rule-switching-ese-ece-2025,https://www.kaggle.com/code/ammamjayaapurvarani/new-benchmark-task-b0abc,2,2,1,0,0,5,0,,,"Real model graded: assert_in correct answer letters (known) + multi-criteria LLM judge on per-category format branching. Verifiable + rubric-based, well aligned.","Specific: cognitive flexibility+goal maintenance, three simultaneous format rules without collapse; clear capability+why.","Code documents question bank, branch rules, judge criteria; but minimal markdown prose and no separate dataset provenance walkthrough.",0 distinct models run,<=1 model -> 0
14117,hard-digitwithallotherdigits-v2,https://www.kaggle.com/benchmarks/tasks/pramodparupudi/hard-digitwithallotherdigits-v2,https://www.kaggle.com/code/pramodparupudi/hard-digitwithallotherdigits-v2,2,0,1,0,0,3,0,,,"Verifiable answer (472->100, computable) plus pattern; real model graded by LLM judge on answer+explanation+pattern. Aligned; minor judge subjectivity on explanation.",Task page description is empty.,Pattern and grading criteria stated in code; no dataset provenance or method/scoring narrative for a reader.,0 distinct models run,<=1 model -> 0
14137,hard-prod-adjacentnos-v1,https://www.kaggle.com/benchmarks/tasks/pramodparupudi/hard-prod-adjacentnos-v1,https://www.kaggle.com/code/pramodparupudi/hard-prod-adjacentnos-v1,1,0,1,0,0,2,0,,,"GT verifiable (3384, adjacent-pair product checks out), real model evaluated, BUT judge_llm=llm: model grades itself — major construct-validity confound.",Task page description empty.,"Judge criteria in code explain the pattern/scoring; no markdown, dataset, or methodology prose.",0 distinct models run,<=1 model -> 0
14152,hard-digit-raisedtopowerofnextdigit-v3,https://www.kaggle.com/benchmarks/tasks/pramodparupudi/hard-digit-raisedtopowerofnextdigit-v3,https://www.kaggle.com/code/pramodparupudi/hard-digit-raisedtopowerofnextdigit-v3,1,0,0,0,0,1,0,,,"GT verifiable (243->83, math checks: 2^4+4^3+3=83) but graded by LLM judge that IS the model under test (judge_llm=llm): self-judging confound; 'contains 83' substring fragile.",Description empty.,"No markdown, no dataset doc; pattern and scoring exist only inside judge criteria strings. Reader must reverse-engineer.",0 distinct models run,<=1 model -> 0
14154,inhibitory_label_suppression,https://www.kaggle.com/benchmarks/tasks/ammamjayaapurvarani/inhibitory-label-suppression,https://www.kaggle.com/code/ammamjayaapurvarani/new-benchmark-task-3efe3,1,1,1,0,0,3,0,,,"Single-item: model prompted, deterministic checks (forbidden words absent, domain_tag=='CODE_GREEN'). But it mainly tests instruction-following/format; the 96% BOD efficiency is never actually verified, so claimed 'inhibitory control' is confounded.","Prose names capability (inhibitory control / label suppression) and gives a rule rationale, but no broader motivation or gap; reads like a spec.","Docstring describes the test and a comment shows the efficiency calc, but it is one hardcoded item, no dataset/provenance, and the unchecked efficiency field is undocumented.",0 distinct models run,<=1 model -> 0
14161,Ring Off Rope,https://www.kaggle.com/benchmarks/tasks/lhsiung/ring-off-rope,https://www.kaggle.com/code/lhsiung/ring-off-rope,2,0,1,2,2,7,16,0.45,1.0,"6 subtasks grade real model output: exact MC (gold B), F1 on violation set, and multi-criteria LLM-judge rubrics (mechanism, timing, plausibility, belief, counterfactual) with reference answers. Verifiable + multi-dim, weighted.",Task page description empty -> 0.,"Scoring weights/subtask names in inline comments and prints; no prose docs, dataset provenance, or markdown walkthrough; partial.",16 distinct models run,score gap 0.45->1.0 vs eps=0.05 (pass)
14178,Color-Changing Card Back,https://www.kaggle.com/benchmarks/tasks/lhsiung/color-changing-card-back,https://www.kaggle.com/code/lhsiung/color-changing-card-back,1,0,1,2,2,6,16,0.6,0.9,6 subtasks genuinely prompt model; S1 regex MCQ + S2 F1 are verifiable; rest LLM-judge vs reference method. Belief/counterfactual gold are debatable so confounds remain.,Description empty; title 'Color-Changing Card Back' only. No statement of measured capability or why.,"Eval code thoroughly self-documents gold answers, weights, criteria in-line; but no task-page or markdown narrative explaining dataset/protocol.",16 distinct models run,score gap 0.6->0.9 vs eps=0.05 (pass)
14197,The Vanishing Ball (Social Misdirection),https://www.kaggle.com/benchmarks/tasks/lhsiung/the-vanishing-ball-social-misdirection,https://www.kaggle.com/code/lhsiung/the-vanishing-ball-social-misdirection,2,0,1,2,2,7,16,0.9,1.0,"Model prompted across 6 weighted subtasks; deterministic MCQ (gold=A) + multi-criteria judge w/ reference method; verifiable, multi-dimensional, aligned. Minor: s2 gold='A' only, debatable.",Task page description is empty.,"Code-only; section comments document subtask weights/structure but no dataset provenance, no markdown walkthrough or scoring rationale beyond inline labels.",16 distinct models run,score gap 0.9->1.0 vs eps=0.05 (pass)
14202,The Salt Pour Vanish,https://www.kaggle.com/benchmarks/tasks/lhsiung/the-salt-pour-vanish,https://www.kaggle.com/code/lhsiung/the-salt-pour-vanish,1,0,1,2,2,6,16,0.7,0.9,"Real model graded; s1/s2 deterministic MCQ vs gold (A; A,D), but 'method'/belief/counterfactual subtasks rely on judge with debatable single 'reference' answers and no verifiable ground truth.",Task page description empty.,"Eval self-documents via judge criteria and weighted breakdown, but no task-page prose, no notebook markdown, no dataset/method provenance.",16 distinct models run,score gap 0.7->0.9 vs eps=0.05 (pass)
14203,connect4x_social_cognition,https://www.kaggle.com/benchmarks/tasks/magedhegazy/connect4x-social-cognition,https://www.kaggle.com/code/magedhegazy/connect4x-social-cognition,2,1,2,2,2,9,8,0.1176,0.6426,"Deterministic engine GT (winning cells, red_action) from generate_dataset; narrative+categorical probes grade real model output; self-tests verify scoring math. Aligned to opponent modeling.",Prose is terse jargon ('narrative SCS + categorical SCS probe'); names probes but no real explanation/motivation for a reader.,"Rich markdown: what it measures, score formula, weighted checks tables, case-status taxonomy, file manifest; comprehensive.",8 distinct models run,score gap 0.1176->0.6426 vs eps=0.05 (pass)
14227,orchestrate_cf_only,https://www.kaggle.com/benchmarks/tasks/luciagomez/orchestrate-cf-only,https://www.kaggle.com/code/luciagomez/orchestrate-cfonly,2,0,2,0,0,4,0,,,"Real model graded vs gold CSV labels across 5 metrics (exact, format, validity, semantic acc, macro-F1) w/ regex parser. Verifiable, multi-metric, tightly aligned; exact-string gate slightly brittle.",Description empty.,"Thorough notebook markdown: 3-part structure, helper-fn explanations, metric defs, label space; dataset provenance via path. Comprehensive.",0 distinct models run,<=1 model -> 0
14272,Adaptive Goal Updating: Legitimate Rule Change — ESE ECE 2025,https://www.kaggle.com/benchmarks/tasks/ammamjayaapurvarani/adaptive-goal-updating-legitimate-rule-change-ese-ece-2025,https://www.kaggle.com/code/ammamjayaapurvarani/new-benchmark-task-57090,1,1,1,0,0,3,0,,,"Real model graded; judge rubric (4 criteria) aligned, but Tier1-4 assert_in checks single letters/keywords (a,b,update,earlier) in text — fragile, confounds formatting/instruction-following.",Prose names capability (cognitive flexibility/goal updating) + motivation but no broader question or gap relative to existing evals.,Notebook is code-only (no markdown); judge criteria and tiers readable from code; no dataset/scoring narrative. Partial.,0 distinct models run,<=1 model -> 0
14345,flexibility_mirror_truss,https://www.kaggle.com/benchmarks/tasks/ammamjayaapurvarani/flexibility-mirror-truss,https://www.kaggle.com/code/ammamjayaapurvarani/new-benchmark-task-a5651,1,1,1,0,0,3,0,,,"Real model graded, but gravity_direction check merely echoes a fact given in prompt (instruction-following), and magnitude>140 is a loose single-point threshold.",Prose names capability (cognitive flexibility) and motivation (inhibit Earth intuition); no gap vs existing evals.,Docstring+comment state intent and expected magnitude; no markdown walkthrough or methodology/provenance.,0 distinct models run,<=1 model -> 0
14347,civil_mega_cascade_executive,https://www.kaggle.com/benchmarks/tasks/ammamjayaapurvarani/civil-mega-cascade-executive,https://www.kaggle.com/code/ammamjayaapurvarani/new-benchmark-task-98be6,1,1,1,0,0,3,0,,,"Model graded vs deterministic computed truth (rhombus_x=1.0, h>99, no-'e', mention '1'). Genuine eval but heavy format/instruction-following confounds; '1' substring check loose.","Names planning/flexibility capabilities w/ some motivation but jargon codes (7.8.x), no gap vs existing evals.","Prose + inline ground-truth comments explain scoring logic; single synthetic instance, no dataset/schema. Partial.",0 distinct models run,<=1 model -> 0
14401,Metacognition: Zero-Shot Reasoning,https://www.kaggle.com/benchmarks/tasks/yifan219/metacognition-zero-shot-reasoning,https://www.kaggle.com/code/yifan219/new-benchmark-task-30158,2,1,1,0,0,4,0,,,"Real output per 30 puzzles judged vs expected answer + success criteria + expected behavior (multi-dim judge anchored by dataset GT). Genuine eval, answer-anchored.","Prose specific: names zero-shot reasoning across puzzle types, judge checks answer+reasoning; lacks explicit motivation/gap vs existing evals.","Notebook shows CSV path, type split, criteria builders; prose describes method. But no CSV schema/provenance doc or markdown walkthrough. Partial.",0 distinct models run,<=1 model -> 0
14415,mabr_v2_m2_001_payout_freeze_prod_access,https://www.kaggle.com/benchmarks/tasks/aayushsigdel/mabr-v2-m2-001-payout-freeze-prod-access,https://www.kaggle.com/code/aayushsigdel/mabr-v2-m2-001-payout-freeze-prod-access,1,0,0,2,2,5,18,0.0,1.0,"Real model graded via Brier skill vs single hardcoded GOLD_POLICY='abstain' (defensible but opinion-based, not unambiguous); normalize_probs defaults to abstain-favoring (0.7) on empty parse, biasing toward gold",Task page description empty.,"No markdown/doc; single hardcoded prompt, no dataset provenance or scoring-rationale documentation.",18 distinct models run,score gap 0.0->1.0 vs eps=0.05 (pass)
14460,senate_alignment_debate_2018_math_forum,https://www.kaggle.com/benchmarks/tasks/tiffafoster/senate-alignment-debate-2018-math-forum,https://www.kaggle.com/code/tiffafoster/new-benchmark-task-9f797,1,1,1,0,0,3,0,,,"Real model output graded by 4-judge senate + deterministic word-count/forbidden-token checks, but 'explain AI safety in math-forum slang' has no objective ground truth; heavily confounds persona/format compliance.","Prose is one grandiose sentence ('Evaluating AGI Ludic Synthesis...'); names a capability but gives no real motivation, broader question, or gap.","Notebook is code only with a docstring; inline comments label phases but no markdown documenting dataset, scoring thresholds, or rationale; reader must read code.",0 distinct models run,<=1 model -> 0
14502,senate_descartes_llm_1641ad_latin,https://www.kaggle.com/benchmarks/tasks/tiffafoster/senate-descartes-llm-1641ad-latin,https://www.kaggle.com/code/tiffafoster/new-benchmark-task-4e388,1,1,1,0,0,3,0,,,"Real model graded via deterministic word-count/lexical checks + 4-judge senate rubric, but heavily conflates target capability with formatting/instruction-following; 'AGI metacognition' claim overstated vs Latin+constraint compliance measured.","Description names a capability but is grandiose/vague ('AGI Metacognition'); thin real motivation, no gap framing.",Criteria + checks embedded in code; notebook is same code with no markdown narrative or dataset provenance. Partial.,0 distinct models run,<=1 model -> 0
14507,rpgbench_s002,https://www.kaggle.com/benchmarks/tasks/coreyhehehe/rpgbench-s002,https://www.kaggle.com/code/coreyhehehe/new-benchmark-task-6465e,1,1,1,2,2,7,8,0.25,0.8666666666666667,"Gold file referenced (default_gold_path) implies verifiable GT and real model run via run_single_scenario_task, but scoring logic lives in external rpgbench pkg-opaque, untraceable from artifacts.","Prose names capability (prior revision when obvious action wrong, private evidence updates plan) with some motivation, but no gap framing.","Notebook only shows repo-loading scaffold; actual dataset schema and scoring rules are in external repo, undocumented here; partial.",8 distinct models run,score gap 0.25->0.8666666666666667 vs eps=0.05 (pass)
14566,mdt_sequential,https://www.kaggle.com/benchmarks/tasks/aleksmorelo/mdt-sequential,https://www.kaggle.com/code/aleksmorelo/mdt-v3-sequential-run,0,1,1,0,0,2,0,,,"Eval calls assert_true(True,...) every turn: never grades the model, only logs metrics. No verifiable GT, no pass/fail on model output.",Prose describes sections A-D and probe design; basic statement of what it does but vague on capability/gap.,"Notebook markdown explains protocol, sections, Policy-Action Gap, run order; but scoring logic in external lib, not documented here.",0 distinct models run,<=1 model -> 0
14618,dimval_metathesis_lang_learning,https://www.kaggle.com/benchmarks/tasks/kdcyberdude/dimval-metathesis-lang-learning,https://www.kaggle.com/code/kdcyberdude/dimval-metathesis-lang-learning,2,1,1,2,2,8,22,0.0,1.0,GT deterministically generated by _derive; real model exam output on 4 held-out stems graded via NFC-normalized exact match. Tightly tests rule induction; efficiency factor.,"Names capability (learn DIMVAL phonology rules) + scoring=accuracy*efficiency, but no broader motivation or gap vs existing evals.","Rules R0-R3 fully specified in prompt; scoring fn in code. But no notebook markdown narrative, no dataset provenance section; reader infers from code.",22 distinct models run,score gap 0.0->1.0 vs eps=0.05 (pass)
14642,strevoklan_neg_lang_learning,https://www.kaggle.com/benchmarks/tasks/kdcyberdude/strevoklan-neg-lang-learning,https://www.kaggle.com/code/kdcyberdude/strevoklan-neg-lang-learning,2,1,2,2,2,9,23,0.0,0.8333333333333334,"Deterministic readings via _strevoklan_reading; surface-equal exact match grades real model exam answers; target label format shown in examples, ICL+efficiency scoring deliberate.","Prose names NPI/PPI/neg-raising capability, mechanism, and score=acc*eff, but compact and no gap vs existing evals.","Task description string + extensive code defining specs, scoring formula, and protocol; well documented.",23 distinct models run,score gap 0.0->0.8333333333333334 vs eps=0.05 (pass)
14670,verify_attention_paper,https://www.kaggle.com/benchmarks/tasks/andrmagrini/verify-attention-paper,https://www.kaggle.com/code/andrmagrini/new-benchmark-task-8c4bf,2,1,0,0,0,3,0,,,"Model output judged by LLM on 4 factual criteria (real paper, Transformer, replaces RNN/CNN, no fabrication). GT verifiable; aligned with citation-verification/recall claim.","Prose names capability (verify+summarize the paper) with minimal motivation, but no broader question or gap addressed.",Only a one-line docstring restating purpose; no dataset/scoring/metric docs beyond criteria in code; no markdown.,0 distinct models run,<=1 model -> 0
14679,reasoning_vs_filtering_distinction,https://www.kaggle.com/benchmarks/tasks/andrmagrini/reasoning-vs-filtering-distinction,https://www.kaggle.com/code/andrmagrini/new-benchmark-task-a8d7f,0,0,0,0,0,0,0,,,"No verifiable GT: judges an unfalsifiable self-report about own architecture; criteria presuppose a 'correct' introspective answer (must admit reasoning truncation). Measures conformity, not a capability.",Description empty.,"Empty prose; notebook only the prompt+judge criteria, no markdown on dataset/method/scoring.",0 distinct models run,<=1 model -> 0
14692,section_230_legal_analysis,https://www.kaggle.com/benchmarks/tasks/andrmagrini/section-230-legal-analysis,https://www.kaggle.com/code/andrmagrini/new-benchmark-task-195e3,1,0,0,0,0,1,0,,,"Single prompt, model graded by judge on temporal-humility criteria; aligned but rewards disclaimer/hedging behavior rather than legal knowledge; judge-subjective confound.",Task page description is empty.,"No markdown, no methodology/scoring doc; only code.",0 distinct models run,<=1 model -> 0
14697,legal_ambiguity_vehicle,https://www.kaggle.com/benchmarks/tasks/andrmagrini/legal-ambiguity-vehicle,https://www.kaggle.com/code/andrmagrini/new-benchmark-task-a8d97,2,0,0,0,0,2,0,,,Model prompted; graded by judge_llm on 4 substantive criteria capturing legal-ambiguity recognition; multi-dimensional rubric tightly aligned with claimed capability.,Task page description is empty.,"Code-only, no markdown; criteria appear only in code, no documented dataset/method/scoring; reader must reverse-engineer.",0 distinct models run,<=1 model -> 0
14706,choice_of_law_analysis,https://www.kaggle.com/benchmarks/tasks/andrmagrini/choice-of-law-analysis,https://www.kaggle.com/code/andrmagrini/new-benchmark-task-7ff3e,2,0,1,0,0,3,0,,,"Real model output assessed by judge_llm against 3 substantive criteria (complexity, choice-of-law clause dependence, no definitive answer); rubric tightly matches the claimed legal-reasoning capability.",Task page description is empty.,"Code-only notebook, no markdown walkthrough; but the 3 judge criteria embedded in code document the scoring intent. Partial.",0 distinct models run,<=1 model -> 0
